course_code,course_name,cycle,institution_code,institution_name,reference
L204,Engenharia Biomédica e Biofísica,Licenciatura - 1º ciclo,1503,Universidade de Lisboa - Faculdade de Ciências,5.4.109
9089,Engenharia Civil,Licenciatura - 1º ciclo,3092,Instituto Politécnico da Guarda - Escola Superior de Tecnologia e Gestão,5.4.351
9089,Engenharia Civil,Licenciatura - 1º ciclo,3043,Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança,5.4.275
9089,Engenharia Civil,Licenciatura - 1º ciclo,3053,Instituto Politécnico de Castelo Branco - Escola Superior de Tecnologia de Castelo Branco,5.4.295
9089,Engenharia Civil,Licenciatura - 1º ciclo,3064,Instituto Politécnico de Coimbra - Instituto Superior de Engenharia de Coimbra,5.4.323
9089,Engenharia Civil,Licenciatura - 1º ciclo,3102,Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão,5.4.371
9089,Engenharia Civil,Licenciatura - 1º ciclo,3118,Instituto Politécnico de Lisboa - Instituto Superior de Engenharia de Lisboa,5.4.403
9089,Engenharia Civil,Licenciatura - 1º ciclo,3124,"Instituto Politécnico de Portalegre - Escola Superior de Tecnologia, Gestão e Design",5.4.416
9089,Engenharia Civil,Licenciatura - 1º ciclo,3154,Instituto Politécnico de Setúbal - Escola Superior de Tecnologia do Barreiro,5.4.486
9089,Engenharia Civil,Licenciatura - 1º ciclo,3242,Instituto Politécnico de Tomar - Escola Superior de Tecnologia de Tomar,5.4.474
9089,Engenharia Civil,Licenciatura - 1º ciclo,3182,Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Viseu,5.4.519
9089,Engenharia Civil,Licenciatura - 1º ciclo,3135,Instituto Politécnico do Porto - Instituto Superior de Engenharia do Porto,5.4.448
9089,Engenharia Civil,Licenciatura - 1º ciclo,0400,Universidade da Beira Interior,5.4.58
9089,Engenharia Civil,Licenciatura - 1º ciclo,1307,Universidade da Madeira - Faculdade de Ciências Exatas e da Engenharia,5.4.150
9089,Engenharia Civil,Licenciatura - 1º ciclo,0300,Universidade de Aveiro,5.4.43
9089,Engenharia Civil,Licenciatura - 1º ciclo,0501,Universidade de Coimbra - Faculdade de Ciências e Tecnologia,5.4.70
9089,Engenharia Civil,Licenciatura - 1º ciclo,1518,Universidade de Lisboa - Instituto Superior Técnico,5.4.142
9089,Engenharia Civil,Licenciatura - 1º ciclo,1203,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências e Tecnologia,5.4.220
9089,Engenharia Civil,Licenciatura - 1º ciclo,3083,Universidade do Algarve - Instituto Superior de Engenharia,5.4.336
9089,Engenharia Civil,Licenciatura - 1º ciclo,1000,Universidade do Minho,5.4.164
9089,Engenharia Civil,Licenciatura - 1º ciclo,1105,Universidade do Porto - Faculdade de Engenharia,5.4.203
9089,Engenharia Civil,Licenciatura - 1º ciclo,0903,Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia,5.4.186
9743,Engenharia Civil e do Ambiente,Licenciatura - 1º ciclo,3163,Instituto Politécnico de Viana do Castelo - Escola Superior de Tecnologia e Gestão,5.4.499
9881,Engenharia Civil (regime pós-laboral),Licenciatura - 1º ciclo,3154,Instituto Politécnico de Setúbal - Escola Superior de Tecnologia do Barreiro,5.4.486
8407,Engenharia da Computação Gráfica e Multimédia,Licenciatura - 1º ciclo,3163,Instituto Politécnico de Viana do Castelo - Escola Superior de Tecnologia e Gestão,5.4.500
L223,Engenharia Computacional,Licenciatura - 1º ciclo,0300,Universidade de Aveiro,5.4.43
L217,Engenharia de Computadores e Informática,Licenciatura - 1º ciclo,0300,Universidade de Aveiro,5.4.43
L358,Engenharia de Comunicações e de Informação,Licenciatura - 1º ciclo,0903,Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia,5.4.186
L394,Engenharia de Dados e Inteligência Artificial,Licenciatura - 1º ciclo,3032,Instituto Politécnico do Cávado e do Ave - Escola Superior de Tecnologia,5.4.253
9105,Engenharia Eletromecânica,Licenciatura - 1º ciclo,3064,Instituto Politécnico de Coimbra - Instituto Superior de Engenharia de Coimbra,5.4.323
9105,Engenharia Eletromecânica,Licenciatura - 1º ciclo,0400,Universidade da Beira Interior,5.4.58
9912,Engenharia Eletrónica,Licenciatura - 1º ciclo,1519,Universidade de Lisboa - Instituto Superior Técnico (Tagus Park),5.4.145
L218,Engenharia Eletrónica Industrial e Computadores,Licenciatura - 1º ciclo,1000,Universidade do Minho,5.4.165
9107,Engenharia Eletrónica e Telecomunicações,Licenciatura - 1º ciclo,1307,Universidade da Madeira - Faculdade de Ciências Exatas e da Engenharia,5.4.150
9108,Engenharia Eletrónica e Telecomunicações e de Computadores,Licenciatura - 1º ciclo,3118,Instituto Politécnico de Lisboa - Instituto Superior de Engenharia de Lisboa,5.4.404
9109,Engenharia Eletrotécnica,Licenciatura - 1º ciclo,3118,Instituto Politécnico de Lisboa - Instituto Superior de Engenharia de Lisboa,5.4.404
9109,Engenharia Eletrotécnica,Licenciatura - 1º ciclo,3182,Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Viseu,5.4.519
9112,Engenharia Eletrotécnica e de Computadores,Licenciatura - 1º ciclo,3102,Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão,5.4.372
9112,Engenharia Eletrotécnica e de Computadores,Licenciatura - 1º ciclo,3152,Instituto Politécnico de Setúbal - Escola Superior de Tecnologia de Setúbal,5.4.488
9112,Engenharia Eletrotécnica e de Computadores,Licenciatura - 1º ciclo,3242,Instituto Politécnico de Tomar - Escola Superior de Tecnologia de Tomar,5.4.474
9112,Engenharia Eletrotécnica e de Computadores,Licenciatura - 1º ciclo,3032,Instituto Politécnico do Cávado e do Ave - Escola Superior de Tecnologia,5.4.254
9112,Engenharia Eletrotécnica e de Computadores,Licenciatura - 1º ciclo,3135,Instituto Politécnico do Porto - Instituto Superior de Engenharia do Porto,5.4.449
9112,Engenharia Eletrotécnica e de Computadores,Licenciatura - 1º ciclo,0400,Universidade da Beira Interior,5.4.59
L209,Engenharia Eletrotécnica e de Computadores,Licenciatura - 1º ciclo,3043,Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança,5.4.275
L209,Engenharia Eletrotécnica e de Computadores,Licenciatura - 1º ciclo,3064,Instituto Politécnico de Coimbra - Instituto Superior de Engenharia de Coimbra,5.4.324
L209,Engenharia Eletrotécnica e de Computadores,Licenciatura - 1º ciclo,0300,Universidade de Aveiro,5.4.44
L209,Engenharia Eletrotécnica e de Computadores,Licenciatura - 1º ciclo,0501,Universidade de Coimbra - Faculdade de Ciências e Tecnologia,5.4.71
L209,Engenharia Eletrotécnica e de Computadores,Licenciatura - 1º ciclo,1518,Universidade de Lisboa - Instituto Superior Técnico,5.4.142
L209,Engenharia Eletrotécnica e de Computadores,Licenciatura - 1º ciclo,1203,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências e Tecnologia,5.4.221
L209,Engenharia Eletrotécnica e de Computadores,Licenciatura - 1º ciclo,3083,Universidade do Algarve - Instituto Superior de Engenharia,5.4.337
L209,Engenharia Eletrotécnica e de Computadores,Licenciatura - 1º ciclo,1105,Universidade do Porto - Faculdade de Engenharia,5.4.204
L209,Engenharia Eletrotécnica e de Computadores,Licenciatura - 1º ciclo,0903,Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia,5.4.186
L266,Engenharia Eletrotécnica e de Computadores (regime noturno),Licenciatura - 1º ciclo,3102,Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão,5.4.372
L118,Engenharia Eletrotécnica Marítima,Licenciatura - 1º ciclo,7105,Escola Superior Náutica Infante D. Henrique,5.4.389
L238,Engenharia Eletrotécnica Militar,Licenciatura - 1º ciclo,7711,Instituto Universitário Militar - Academia Militar,II.12
9110,Engenharia Eletrotécnica - Sistemas Elétricos de Energia,Licenciatura - 1º ciclo,3135,Instituto Politécnico do Porto - Instituto Superior de Engenharia do Porto,5.4.449
9111,Engenharia Eletrotécnica e das Telecomunicações,Licenciatura - 1º ciclo,3053,Instituto Politécnico de Castelo Branco - Escola Superior de Tecnologia de Castelo Branco,5.4.296
8311,Engenharia em Desenvolvimento de Jogos Digitais,Licenciatura - 1º ciclo,3032,Instituto Politécnico do Cávado e do Ave - Escola Superior de Tecnologia,5.4.254
L214,Engenharia da Energia e Ambiente,Licenciatura - 1º ciclo,1503,Universidade de Lisboa - Faculdade de Ciências,5.4.109
8463,Engenharia das Energias Renováveis,Licenciatura - 1º ciclo,3053,Instituto Politécnico de Castelo Branco - Escola Superior de Tecnologia de Castelo Branco,5.4.296
9910,Engenharia de Energias Renováveis,Licenciatura - 1º ciclo,3043,Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança,5.4.276
9910,Engenharia de Energias Renováveis,Licenciatura - 1º ciclo,0602,Universidade de Évora - Escola de Ciências e Tecnologia,5.4.99
9113,Engenharia Física,Licenciatura - 1º ciclo,0300,Universidade de Aveiro,5.4.44
9113,Engenharia Física,Licenciatura - 1º ciclo,0501,Universidade de Coimbra - Faculdade de Ciências e Tecnologia,5.4.71
9113,Engenharia Física,Licenciatura - 1º ciclo,1503,Universidade de Lisboa - Faculdade de Ciências,5.4.110
9113,Engenharia Física,Licenciatura - 1º ciclo,1203,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências e Tecnologia,5.4.221
9113,Engenharia Física,Licenciatura - 1º ciclo,1000,Universidade do Minho,5.4.165
9113,Engenharia Física,Licenciatura - 1º ciclo,1103,Universidade do Porto - Faculdade de Ciências,5.4.197
9113,Engenharia Física,Licenciatura - 1º ciclo,0903,Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia,5.4.187
L213,Engenharia Física Aplicada,Licenciatura - 1º ciclo,3118,Instituto Politécnico de Lisboa - Instituto Superior de Engenharia de Lisboa,5.4.404
L213,Engenharia Física Aplicada,Licenciatura - 1º ciclo,3135,Instituto Politécnico do Porto - Instituto Superior de Engenharia do Porto,5.4.449
L367,Engenharia Física e Computacional,Licenciatura - 1º ciclo,1307,Universidade da Madeira - Faculdade de Ciências Exatas e da Engenharia,5.4.150
L233,Engenharia Física Tecnológica,Licenciatura - 1º ciclo,1518,Universidade de Lisboa - Instituto Superior Técnico,5.4.143
8377,Engenharia Florestal e dos Recursos Naturais,Licenciatura - 1º ciclo,1515,Universidade de Lisboa - Instituto Superior de Agronomia,5.4.130
L096,Engenharia Geoespacial,Licenciatura - 1º ciclo,1503,Universidade de Lisboa - Faculdade de Ciências,5.4.110
L096,Engenharia Geoespacial,Licenciatura - 1º ciclo,1103,Universidade do Porto - Faculdade de Ciências,5.4.197
9117,Engenharia Geotécnica e Geoambiente,Licenciatura - 1º ciclo,3135,Instituto Politécnico do Porto - Instituto Superior de Engenharia do Porto,5.4.450
L343,Engenharia Geral (GENI) (ensino em inglês),Licenciatura - 1º ciclo,1518,Universidade de Lisboa - Instituto Superior Técnico,5.4.143
9104,Engenharia e Gestão Industrial,Licenciatura - 1º ciclo,3043,Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança,5.4.276
9104,Engenharia e Gestão Industrial,Licenciatura - 1º ciclo,3053,Instituto Politécnico de Castelo Branco - Escola Superior de Tecnologia de Castelo Branco,5.4.297
9104,Engenharia e Gestão Industrial,Licenciatura - 1º ciclo,3064,Instituto Politécnico de Coimbra - Instituto Superior de Engenharia de Coimbra,5.4.324
9104,Engenharia e Gestão Industrial,Licenciatura - 1º ciclo,3102,Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão,5.4.373
9104,Engenharia e Gestão Industrial,Licenciatura - 1º ciclo,3032,Instituto Politécnico do Cávado e do Ave - Escola Superior de Tecnologia,5.4.255
9104,Engenharia e Gestão Industrial,Licenciatura - 1º ciclo,3135,Instituto Politécnico do Porto - Instituto Superior de Engenharia do Porto,5.4.450
9104,Engenharia e Gestão Industrial,Licenciatura - 1º ciclo,0400,Universidade da Beira Interior,5.4.59
9104,Engenharia e Gestão Industrial,Licenciatura - 1º ciclo,0300,Universidade de Aveiro,5.4.44
9104,Engenharia e Gestão Industrial,Licenciatura - 1º ciclo,0501,Universidade de Coimbra - Faculdade de Ciências e Tecnologia,5.4.71
9104,Engenharia e Gestão Industrial,Licenciatura - 1º ciclo,1519,Universidade de Lisboa - Instituto Superior Técnico (Tagus Park),5.4.145
9104,Engenharia e Gestão Industrial,Licenciatura - 1º ciclo,1203,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências e Tecnologia,5.4.221
9104,Engenharia e Gestão Industrial,Licenciatura - 1º ciclo,1000,Universidade do Minho,5.4.165
9104,Engenharia e Gestão Industrial,Licenciatura - 1º ciclo,1105,Universidade do Porto - Faculdade de Engenharia,5.4.204
9104,Engenharia e Gestão Industrial,Licenciatura - 1º ciclo,0903,Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia,5.4.187
L215,Engenharia e Gestão de Sistemas de Informação,Licenciatura - 1º ciclo,1000,Universidade do Minho,5.4.165
9119,Engenharia Informática,Licenciatura - 1º ciclo,3092,Instituto Politécnico da Guarda - Escola Superior de Tecnologia e Gestão,5.4.351
9119,Engenharia Informática,Licenciatura - 1º ciclo,3023,Instituto Politécnico de Beja - Escola Superior de Tecnologia e de Gestão,5.4.241
9119,Engenharia Informática,Licenciatura - 1º ciclo,3043,Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança,5.4.277
9119,Engenharia Informática,Licenciatura - 1º ciclo,3053,Instituto Politécnico de Castelo Branco - Escola Superior de Tecnologia de Castelo Branco,5.4.297
9119,Engenharia Informática,Licenciatura - 1º ciclo,3065,Instituto Politécnico de Coimbra - Escola Superior de Tecnologia e Gestão de Oliveira do Hospital,5.4.310
9119,Engenharia Informática,Licenciatura - 1º ciclo,3064,Instituto Politécnico de Coimbra - Instituto Superior de Engenharia de Coimbra,5.4.325
9119,Engenharia Informática,Licenciatura - 1º ciclo,3102,Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão,5.4.373
9119,Engenharia Informática,Licenciatura - 1º ciclo,3124,"Instituto Politécnico de Portalegre - Escola Superior de Tecnologia, Gestão e Design",5.4.417
9119,Engenharia Informática,Licenciatura - 1º ciclo,3143,Instituto Politécnico de Santarém - Escola Superior de Gestão e Tecnologia de Santarém,5.4.465
9119,Engenharia Informática,Licenciatura - 1º ciclo,3152,Instituto Politécnico de Setúbal - Escola Superior de Tecnologia de Setúbal,5.4.488
9119,Engenharia Informática,Licenciatura - 1º ciclo,3242,Instituto Politécnico de Tomar - Escola Superior de Tecnologia de Tomar,5.4.475
9119,Engenharia Informática,Licenciatura - 1º ciclo,3163,Instituto Politécnico de Viana do Castelo - Escola Superior de Tecnologia e Gestão,5.4.500
9119,Engenharia Informática,Licenciatura - 1º ciclo,3182,Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Viseu,5.4.520
9119,Engenharia Informática,Licenciatura - 1º ciclo,3138,Instituto Politécnico do Porto - Escola Superior de Tecnologia e Gestão,5.4.436
9119,Engenharia Informática,Licenciatura - 1º ciclo,3135,Instituto Politécnico do Porto - Instituto Superior de Engenharia do Porto,5.4.450
9119,Engenharia Informática,Licenciatura - 1º ciclo,6800,ISCTE - Instituto Universitário de Lisboa,5.4.4
9119,Engenharia Informática,Licenciatura - 1º ciclo,0400,Universidade da Beira Interior,5.4.60
9119,Engenharia Informática,Licenciatura - 1º ciclo,1307,Universidade da Madeira - Faculdade de Ciências Exatas e da Engenharia,5.4.151
9119,Engenharia Informática,Licenciatura - 1º ciclo,0300,Universidade de Aveiro,5.4.44
9119,Engenharia Informática,Licenciatura - 1º ciclo,0501,Universidade de Coimbra - Faculdade de Ciências e Tecnologia,5.4.72
9119,Engenharia Informática,Licenciatura - 1º ciclo,0602,Universidade de Évora - Escola de Ciências e Tecnologia,5.4.100
9119,Engenharia Informática,Licenciatura - 1º ciclo,1503,Universidade de Lisboa - Faculdade de Ciências,5.4.110
9119,Engenharia Informática,Licenciatura - 1º ciclo,1203,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências e Tecnologia,5.4.222
9119,Engenharia Informática,Licenciatura - 1º ciclo,0203,Universidade do Algarve - Faculdade de Ciências e Tecnologia,5.4.35
9119,Engenharia Informática,Licenciatura - 1º ciclo,1000,Universidade do Minho,5.4.166
9119,Engenharia Informática,Licenciatura - 1º ciclo,0903,Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia,5.4.187
9770,Engenharia Informática (Curso Europeu),Licenciatura - 1º ciclo,3064,Instituto Politécnico de Coimbra - Instituto Superior de Engenharia de Coimbra,5.4.325
L346,Engenharia Informática Aplicada,Licenciatura - 1º ciclo,3012,Universidade de Aveiro - Escola Superior de Tecnologia e Gestão de Águeda,5.4.231
L224,Engenharia Informática e Computação,Licenciatura - 1º ciclo,1105,Universidade do Porto - Faculdade de Engenharia,5.4.204
9121,Engenharia Informática e de Computadores,Licenciatura - 1º ciclo,7105,Escola Superior Náutica Infante D. Henrique,5.4.390
9121,Engenharia Informática e de Computadores,Licenciatura - 1º ciclo,3118,Instituto Politécnico de Lisboa - Instituto Superior de Engenharia de Lisboa,5.4.405
9121,Engenharia Informática e de Computadores,Licenciatura - 1º ciclo,1518,Universidade de Lisboa - Instituto Superior Técnico,5.4.143
9121,Engenharia Informática e de Computadores,Licenciatura - 1º ciclo,1519,Universidade de Lisboa - Instituto Superior Técnico (Tagus Park),5.4.146
L052,Engenharia Informática e Multimédia,Licenciatura - 1º ciclo,3118,Instituto Politécnico de Lisboa - Instituto Superior de Engenharia de Lisboa,5.4.405
L119,"Engenharia Informática, Redes e Telecomunicações",Licenciatura - 1º ciclo,3118,Instituto Politécnico de Lisboa - Instituto Superior de Engenharia de Lisboa,5.4.405
9885,Engenharia Informática (regime pós-laboral),Licenciatura - 1º ciclo,3064,Instituto Politécnico de Coimbra - Instituto Superior de Engenharia de Coimbra,5.4.326
9885,Engenharia Informática (regime pós-laboral),Licenciatura - 1º ciclo,3102,Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão,5.4.374
9885,Engenharia Informática (regime pós-laboral),Licenciatura - 1º ciclo,6800,ISCTE - Instituto Universitário de Lisboa,5.4.5
9122,Engenharia Informática e Telecomunicações,Licenciatura - 1º ciclo,3186,Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Lamego,5.4.515
9745,Engenharia de Máquinas Marítimas,Licenciatura - 1º ciclo,7105,Escola Superior Náutica Infante D. Henrique,5.4.390
9096,Engenharia de Materiais,Licenciatura - 1º ciclo,0300,Universidade de Aveiro,5.4.45
9096,Engenharia de Materiais,Licenciatura - 1º ciclo,1518,Universidade de Lisboa - Instituto Superior Técnico,5.4.143
9096,Engenharia de Materiais,Licenciatura - 1º ciclo,1000,Universidade do Minho,5.4.166
9096,Engenharia de Materiais,Licenciatura - 1º ciclo,1105,Universidade do Porto - Faculdade de Engenharia,5.4.204
9096,Engenharia de Materiais,Licenciatura - 1º ciclo,0903,Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia,5.4.187
9123,Engenharia Mecânica,Licenciatura - 1º ciclo,3043,Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança,5.4.277
9123,Engenharia Mecânica,Licenciatura - 1º ciclo,3064,Instituto Politécnico de Coimbra - Instituto Superior de Engenharia de Coimbra,5.4.326
9123,Engenharia Mecânica,Licenciatura - 1º ciclo,3102,Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão,5.4.374
9123,Engenharia Mecânica,Licenciatura - 1º ciclo,3118,Instituto Politécnico de Lisboa - Instituto Superior de Engenharia de Lisboa,5.4.406
9123,Engenharia Mecânica,Licenciatura - 1º ciclo,3152,Instituto Politécnico de Setúbal - Escola Superior de Tecnologia de Setúbal,5.4.489
9123,Engenharia Mecânica,Licenciatura - 1º ciclo,3243,Instituto Politécnico de Tomar - Escola Superior de Tecnologia de Abrantes,5.4.472
9123,Engenharia Mecânica,Licenciatura - 1º ciclo,3163,Instituto Politécnico de Viana do Castelo - Escola Superior de Tecnologia e Gestão,5.4.501
9123,Engenharia Mecânica,Licenciatura - 1º ciclo,3182,Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Viseu,5.4.520
9123,Engenharia Mecânica,Licenciatura - 1º ciclo,3135,Instituto Politécnico do Porto - Instituto Superior de Engenharia do Porto,5.4.451
9123,Engenharia Mecânica,Licenciatura - 1º ciclo,0300,Universidade de Aveiro,5.4.45
9123,Engenharia Mecânica,Licenciatura - 1º ciclo,0501,Universidade de Coimbra - Faculdade de Ciências e Tecnologia,5.4.72
9123,Engenharia Mecânica,Licenciatura - 1º ciclo,1518,Universidade de Lisboa - Instituto Superior Técnico,5.4.144
9123,Engenharia Mecânica,Licenciatura - 1º ciclo,1203,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências e Tecnologia,5.4.222
9123,Engenharia Mecânica,Licenciatura - 1º ciclo,3083,Universidade do Algarve - Instituto Superior de Engenharia,5.4.337
9123,Engenharia Mecânica,Licenciatura - 1º ciclo,1000,Universidade do Minho,5.4.166
9123,Engenharia Mecânica,Licenciatura - 1º ciclo,1105,Universidade do Porto - Faculdade de Engenharia,5.4.204
9123,Engenharia Mecânica,Licenciatura - 1º ciclo,0903,Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia,5.4.188
9936,Engenharia Mecânica Automóvel,Licenciatura - 1º ciclo,3135,Instituto Politécnico do Porto - Instituto Superior de Engenharia do Porto,5.4.451
L295,Engenharia Mecânica Computacional,Licenciatura - 1º ciclo,0400,Universidade da Beira Interior,5.4.60
L222,Engenharia Mecânica Militar,Licenciatura - 1º ciclo,7711,Instituto Universitário Militar - Academia Militar,II.13
9886,Engenharia Mecânica (regime pós-laboral),Licenciatura - 1º ciclo,3102,Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão,5.4.375
9751,Engenharia Mecatrónica,Licenciatura - 1º ciclo,3163,Instituto Politécnico de Viana do Castelo - Escola Superior de Tecnologia e Gestão,5.4.501
9751,Engenharia Mecatrónica,Licenciatura - 1º ciclo,0602,Universidade de Évora - Escola de Ciências e Tecnologia,5.4.100
L231,Engenharia de Micro e Nanotecnologias,Licenciatura - 1º ciclo,0903,Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia,5.4.188
L228,Engenharia Militar,Licenciatura - 1º ciclo,7711,Instituto Universitário Militar - Academia Militar,II.13
L236,Engenharia de Minas e Geo-Ambiente,Licenciatura - 1º ciclo,1105,Universidade do Porto - Faculdade de Engenharia,5.4.205
L239,Engenharia de Minas e Recursos Energéticos,Licenciatura - 1º ciclo,1518,Universidade de Lisboa - Instituto Superior Técnico,5.4.144
L162,Engenharia Naval e Oceânica,Licenciatura - 1º ciclo,1518,Universidade de Lisboa - Instituto Superior Técnico,5.4.144
L426,Engenharia Naval e Oceânica,Licenciatura - 1º ciclo,0501,Universidade de Coimbra - Faculdade de Ciências e Tecnologia,5.4.72
L229,Engenharia de Polímeros,Licenciatura - 1º ciclo,1000,Universidade do Minho,5.4.166
8397,Engenharia de Proteção Civil,Licenciatura - 1º ciclo,3051,Instituto Politécnico de Castelo Branco - Escola Superior Agrária de Castelo Branco,5.4.283
9125,Engenharia Química,Licenciatura - 1º ciclo,3043,Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança,5.4.278
9125,Engenharia Química,Licenciatura - 1º ciclo,3135,Instituto Politécnico do Porto - Instituto Superior de Engenharia do Porto,5.4.451
9125,Engenharia Química,Licenciatura - 1º ciclo,0300,Universidade de Aveiro,5.4.45
9125,Engenharia Química,Licenciatura - 1º ciclo,0501,Universidade de Coimbra - Faculdade de Ciências e Tecnologia,5.4.73
9125,Engenharia Química,Licenciatura - 1º ciclo,1518,Universidade de Lisboa - Instituto Superior Técnico,5.4.144
9125,Engenharia Química,Licenciatura - 1º ciclo,1105,Universidade do Porto - Faculdade de Engenharia,5.4.205
9126,Engenharia Química e Biológica,Licenciatura - 1º ciclo,3118,Instituto Politécnico de Lisboa - Instituto Superior de Engenharia de Lisboa,5.4.406
9126,Engenharia Química e Biológica,Licenciatura - 1º ciclo,3124,"Instituto Politécnico de Portalegre - Escola Superior de Tecnologia, Gestão e Design",5.4.417
9126,Engenharia Química e Biológica,Licenciatura - 1º ciclo,1000,Universidade do Minho,5.4.167
9126,Engenharia Química e Biológica,Licenciatura - 1º ciclo,0903,Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia,5.4.188
L153,Engenharia de Redes e Sistemas de Computadores,Licenciatura - 1º ciclo,3163,Instituto Politécnico de Viana do Castelo - Escola Superior de Tecnologia e Gestão,5.4.502
8316,Engenharia de Sistemas,Licenciatura - 1º ciclo,3135,Instituto Politécnico do Porto - Instituto Superior de Engenharia do Porto,5.4.452
L416,Engenharia de Sistemas de Computadores,Licenciatura - 1º ciclo,3118,Instituto Politécnico de Lisboa - Instituto Superior de Engenharia de Lisboa,5.4.406
8409,Engenharia de Sistemas Informáticos,Licenciatura - 1º ciclo,3032,Instituto Politécnico do Cávado e do Ave - Escola Superior de Tecnologia,5.4.255
8417,Engenharia de Sistemas Informáticos (regime pós- laboral),Licenciatura - 1º ciclo,3032,Instituto Politécnico do Cávado e do Ave - Escola Superior de Tecnologia,5.4.256
L269,Engenharia de Sistemas e Tecnologias Informáticas,Licenciatura - 1º ciclo,3083,Universidade do Algarve - Instituto Superior de Engenharia,5.4.338
L417,Engenharia de Software Industrial,Licenciatura - 1º ciclo,3014,"Universidade de Aveiro - Escola Superior de Design, Gestão e Tecnologia da Produção de Aveiro-Norte",5.4.228
9098,Engenharia de Telecomunicações e Informática,Licenciatura - 1º ciclo,3135,Instituto Politécnico do Porto - Instituto Superior de Engenharia do Porto,5.4.452
9098,Engenharia de Telecomunicações e Informática,Licenciatura - 1º ciclo,6800,ISCTE - Instituto Universitário de Lisboa,5.4.5
9098,Engenharia de Telecomunicações e Informática,Licenciatura - 1º ciclo,1519,Universidade de Lisboa - Instituto Superior Técnico (Tagus Park),5.4.146
9098,Engenharia de Telecomunicações e Informática,Licenciatura - 1º ciclo,1000,Universidade do Minho,5.4.167
9127,Engenharia Têxtil,Licenciatura - 1º ciclo,1000,Universidade do Minho,5.4.167
9128,Engenharia Topográfica,Licenciatura - 1º ciclo,3092,Instituto Politécnico da Guarda - Escola Superior de Tecnologia e Gestão,5.4.352
9129,Engenharia Zootécnica,Licenciatura - 1º ciclo,3041,Instituto Politécnico de Bragança - Escola Superior Agrária de Bragança,5.4.259
9129,Engenharia Zootécnica,Licenciatura - 1º ciclo,3185,Instituto Politécnico de Viseu - Escola Superior Agrária de Viseu,5.4.510
9129,Engenharia Zootécnica,Licenciatura - 1º ciclo,1515,Universidade de Lisboa - Instituto Superior de Agronomia,5.4.130
9752,Enologia,Licenciatura - 1º ciclo,3041,Instituto Politécnico de Bragança - Escola Superior Agrária de Bragança,5.4.260
9752,Enologia,Licenciatura - 1º ciclo,0602,Universidade de Évora - Escola de Ciências e Tecnologia,5.4.100
9752,Enologia,Licenciatura - 1º ciclo,1201,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências Agrárias e Veterinárias,5.4.214
9130,Equinicultura,Licenciatura - 1º ciclo,3125,Instituto Politécnico de Portalegre - Escola Superior de Biociências de Elvas,5.4.410
9754,Escultura,Licenciatura - 1º ciclo,1502,Universidade de Lisboa - Faculdade de Belas-Artes,5.4.108
9381,Estatística Aplicada,Licenciatura - 1º ciclo,1503,Universidade de Lisboa - Faculdade de Ciências,5.4.111
9381,Estatística Aplicada,Licenciatura - 1º ciclo,1000,Universidade do Minho,5.4.168
