course_code,course_name,cycle,institution_code,institution_name,institution_sigla,reference,estatisticas_do_curso,detalhes_do_curso,nota_ult_col_2023_1a,nota_ult_col_2023_2a,nota_ult_col_2024_1a,nota_ult_col_2024_2a,nota_ult_col_2025_1a,nota_ult_col_2025_2a
9002,Administração Pública,Licenciatura - 1º ciclo,3054,Instituto Politécnico de Castelo Branco - Escola Superior de Gestão de Idanha-a-Nova,ESGIN,5.4.290,https://infocursos.medu.pt/dges.asp?code=3054&codc=9002,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=9002&code=3054,122.1,117.6,95.0,128.1,,121.8
9002,Administração Pública,Licenciatura - 1º ciclo,3102,Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão,ESTG,5.4.369,https://infocursos.medu.pt/dges.asp?code=3102&codc=9002,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=9002&code=3102,138.7,139.5,139.0,141.8,111.8,128.8
9002,Administração Pública,Licenciatura - 1º ciclo,300,Universidade de Aveiro,UA,5.4.39,https://infocursos.medu.pt/dges.asp?code=300&codc=9002,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=9002&code=300,,,,,,
9002,Administração Pública,Licenciatura - 1º ciclo,502,Universidade de Coimbra - Faculdade de Direito,FDUC,5.4.76,https://infocursos.medu.pt/dges.asp?code=502&codc=9002,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=9002&code=502,,,,,,
9002,Administração Pública,Licenciatura - 1º ciclo,1516,Universidade de Lisboa - Instituto Superior de Ciências Sociais e Políticas,ISCSP,5.4.131,https://infocursos.medu.pt/dges.asp?code=1516&codc=9002,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=9002&code=1516,149,149,150,153.5,147.5,143.8
9002,Administração Pública,Licenciatura - 1º ciclo,1000,Universidade do Minho,UMinho,5.4.155,https://infocursos.medu.pt/dges.asp?code=1000&codc=9002,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=9002&code=1000,154.6,159.4,160.4,159.4,150.5,153.8
8102,Administração Pública (regime pós-laboral),Licenciatura - 1º ciclo,1516,Universidade de Lisboa - Instituto Superior de Ciências Sociais e Políticas,ISCSP,5.4.131,https://infocursos.medu.pt/dges.asp?code=1516&codc=8102,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=8102&code=1516,138.5,144.0,135.5,142.5,131.8,131.5
8363,Administração Pública e Políticas do Território (regime pós-laboral),Licenciatura - 1º ciclo,1516,Universidade de Lisboa - Instituto Superior de Ciências Sociais e Políticas,ISCSP,5.4.132,https://infocursos.medu.pt/dges.asp?code=1516&codc=8363,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=8363&code=1516,131,138,128.5,137,120.3,126.8
9670,Administração de Publicidade e Marketing,Licenciatura - 1º ciclo,3124,"Instituto Politécnico de Portalegre - Escola Superior de Tecnologia, Gestão e Design",ESTGD,5.4.415,https://infocursos.medu.pt/dges.asp?code=3124&codc=9670,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=9670&code=3124,,,116.2,134,114.5,111
9003,Agronomia,Licenciatura - 1º ciclo,3021,Instituto Politécnico de Beja - Escola Superior Agrária,ESA,5.4.236,https://infocursos.medu.pt/dges.asp?code=3021&codc=9003,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=9003&code=3021,123.3,122,140.4,122,,
9003,Agronomia,Licenciatura - 1º ciclo,3051,Instituto Politécnico de Castelo Branco - Escola Superior Agrária de Castelo Branco,ESA,5.4.281,https://infocursos.medu.pt/dges.asp?code=3051&codc=9003,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=9003&code=3051,,127,122.4,,103.3,129.3
9003,Agronomia,Licenciatura - 1º ciclo,3061,Instituto Politécnico de Coimbra - Escola Superior Agrária de Coimbra,ESAC,5.4.298,https://infocursos.medu.pt/dges.asp?code=3061&codc=9003,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=9003&code=3061,,,118.2,119.5,125.3,119.8
9003,Agronomia,Licenciatura - 1º ciclo,3125,Instituto Politécnico de Portalegre - Escola Superior de Biociências de Elvas,ESBE,5.4.408,https://infocursos.medu.pt/dges.asp?code=3125&codc=9003,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=9003&code=3125,,,114.9,124.7,,136.8
9003,Agronomia,Licenciatura - 1º ciclo,3141,Instituto Politécnico de Santarém - Escola Superior Agrária de Santarém,ESAS,5.4.453,https://infocursos.medu.pt/dges.asp?code=3141&codc=9003,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=9003&code=3141,109.7,111.3,121.4,123.5,125,124
9003,Agronomia,Licenciatura - 1º ciclo,3161,Instituto Politécnico de Viana do Castelo - Escola Superior Agrária,ESA,5.4.491,https://infocursos.medu.pt/dges.asp?code=3161&codc=9003,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=9003&code=3161,95,126.6,125,102,,
9003,Agronomia,Licenciatura - 1º ciclo,602,Universidade de Évora - Escola de Ciências e Tecnologia,ECT,5.4.95,https://infocursos.medu.pt/dges.asp?code=602&codc=9003,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=9003&code=602,,,,,,
9003,Agronomia,Licenciatura - 1º ciclo,1201,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências Agrárias e Veterinárias,ECAV,5.4.213,https://infocursos.medu.pt/dges.asp?code=1201&codc=9003,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=9003&code=1201,,,,,117.8,122.3
9003,Agronomia,Licenciatura - 1º ciclo,203,Universidade do Algarve - Faculdade de Ciências e Tecnologia,FCT,5.4.32,https://infocursos.medu.pt/dges.asp?code=203&codc=9003,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=9003&code=203,,,,,,
8419,Agronomia (regime pós-laboral),Licenciatura - 1º ciclo,3141,Instituto Politécnico de Santarém - Escola Superior Agrária de Santarém,ESAS,5.4.454,https://infocursos.medu.pt/dges.asp?code=3141&codc=8419,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=8419&code=3141,,,142.5,160.6,,
L347,Análise e Engenharia de Dados,Licenciatura - 1º ciclo,903,Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia,NOVA FCT,5.4.184,https://infocursos.medu.pt/dges.asp?code=903&codc=L347,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=L347&code=903,,,,,,
9933,Animação e Produção Artística,Licenciatura - 1º ciclo,3042,Instituto Politécnico de Bragança - Escola Superior de Educação de Bragança,ESEB,5.4.265,https://infocursos.medu.pt/dges.asp?code=3042&codc=9933,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=9933&code=3042,121,118.4,120.4,127.8,124,113.8
9005,Animação Sociocultural,Licenciatura - 1º ciclo,3091,"Instituto Politécnico da Guarda - Escola Superior de Educação, Comunicação e Desporto",ESECD,5.4.342,https://infocursos.medu.pt/dges.asp?code=3091&codc=9005,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=9005&code=3091,110.4,113.2,111,113.2,,123.5
9005,Animação Sociocultural,Licenciatura - 1º ciclo,3112,Instituto Politécnico de Lisboa - Escola Superior de Educação,ESELx,5.4.395,https://infocursos.medu.pt/dges.asp?code=3112&codc=9005,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=9005&code=3112,139,146,139,146,120,133.3
9005,Animação Sociocultural,Licenciatura - 1º ciclo,3151,Instituto Politécnico de Setúbal - Escola Superior de Educação,ESE,5.4.481,https://infocursos.medu.pt/dges.asp?code=3151&codc=9005,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=9005&code=3151,130.8,147.6,131.4,144.4,111.5,110.3
9005,Animação Sociocultural,Licenciatura - 1º ciclo,1202,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências Humanas e Sociais,ECHS,5.4.215,https://infocursos.medu.pt/dges.asp?code=1202&codc=9005,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=9005&code=1202,127.7,133.7,96,128,118.8,106.5
9675,Animação Socioeducativa,Licenciatura - 1º ciclo,3062,Instituto Politécnico de Coimbra - Escola Superior de Educação de Coimbra,ESEC,5.4.302,https://infocursos.medu.pt/dges.asp?code=3062&codc=9675,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=9675&code=3062,137.3,141.2,132.8,142.9,113.8,130.8
8093,Animação Socioeducativa (regime pós-laboral),Licenciatura - 1º ciclo,3062,Instituto Politécnico de Coimbra - Escola Superior de Educação de Coimbra,ESEC,5.4.303,https://infocursos.medu.pt/dges.asp?code=3062&codc=8093,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=8093&code=3062,121.6,133.5,109.6,130.7,,114
9848,Animação Turística,Licenciatura - 1º ciclo,3105,Instituto Politécnico de Leiria - Escola Superior de Turismo e Tecnologia do Mar,ESTM,5.4.379,https://infocursos.medu.pt/dges.asp?code=3105&codc=9848,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=9848&code=3105,115,109.7,115.4,123.4,141.3,140.5
9448,Antropologia,Licenciatura - 1º ciclo,6800,ISCTE - Instituto Universitário de Lisboa,ISCTE,5.4.1,https://infocursos.medu.pt/dges.asp?code=6800&codc=9448,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=9448&code=6800,141,145.5,132,138,137.5,134.3
9448,Antropologia,Licenciatura - 1º ciclo,501,Universidade de Coimbra - Faculdade de Ciências e Tecnologia,FCTUC,5.4.68,https://infocursos.medu.pt/dges.asp?code=501&codc=9448,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=9448&code=501,,,,,,
9448,Antropologia,Licenciatura - 1º ciclo,1516,Universidade de Lisboa - Instituto Superior de Ciências Sociais e Políticas,ISCSP,5.4.132,https://infocursos.medu.pt/dges.asp?code=1516&codc=9448,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=9448&code=1516,137,141,131,134,127,127.5
9448,Antropologia,Licenciatura - 1º ciclo,902,Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas,NOVA FCSH,5.4.179,https://infocursos.medu.pt/dges.asp?code=902&codc=9448,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=9448&code=902,,,,,,
9006,Arqueologia,Licenciatura - 1º ciclo,505,Universidade de Coimbra - Faculdade de Letras,FLUC,5.4.79,https://infocursos.medu.pt/dges.asp?code=505&codc=9006,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=9006&code=505,,,,,,
9006,Arqueologia,Licenciatura - 1º ciclo,1506,Universidade de Lisboa - Faculdade de Letras,FLUL,5.4.115,https://infocursos.medu.pt/dges.asp?code=1506&codc=9006,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=9006&code=1506,141,145,140,144,120.5,135.3
9006,Arqueologia,Licenciatura - 1º ciclo,1000,Universidade do Minho,UMinho,5.4.156,https://infocursos.medu.pt/dges.asp?code=1000&codc=9006,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=9006&code=1000,140.2,145,145,162,141.8,145.5
9006,Arqueologia,Licenciatura - 1º ciclo,1107,Universidade do Porto - Faculdade de Letras,FLUP,5.4.206,https://infocursos.medu.pt/dges.asp?code=1107&codc=9006,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=9006&code=1107,143.8,147.4,150.6,154.4,141.5,140.3
9006,Arqueologia,Licenciatura - 1º ciclo,902,Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas,NOVA FCSH,5.4.179,https://infocursos.medu.pt/dges.asp?code=902&codc=9006,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=9006&code=902,,,,,,
9257,Arquitetura,Mestrado Integrado,6800,ISCTE - Instituto Universitário de Lisboa,ISCTE,5.4.1,https://infocursos.medu.pt/dges.asp?code=6800&codc=9257,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=9257&code=6800,154,177,166.5,184,161,176.5
9257,Arquitetura,Mestrado Integrado,400,Universidade da Beira Interior,UBI,5.4.51,https://infocursos.medu.pt/dges.asp?code=400&codc=9257,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=9257&code=400,,,,,,
9257,Arquitetura,Mestrado Integrado,501,Universidade de Coimbra - Faculdade de Ciências e Tecnologia,FCTUC,5.4.68,https://infocursos.medu.pt/dges.asp?code=501&codc=9257,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=9257&code=501,,,,,,
9257,Arquitetura,Mestrado Integrado,603,Universidade de Évora - Escola de Artes,EA,5.4.87,https://infocursos.medu.pt/dges.asp?code=603&codc=9257,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=9257&code=603,,,,,,
9257,Arquitetura,Mestrado Integrado,1501,Universidade de Lisboa - Faculdade de Arquitetura,FAUL,5.4.105,https://infocursos.medu.pt/dges.asp?code=1501&codc=9257,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=9257&code=1501,160,177.5,171.5,184,161.3,172.5
9257,Arquitetura,Mestrado Integrado,1518,Universidade de Lisboa - Instituto Superior Técnico,IST,5.4.141,https://infocursos.medu.pt/dges.asp?code=1518&codc=9257,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=9257&code=1518,153.5,159.5,156.8,179,156.8,167.3
9257,Arquitetura,Mestrado Integrado,1000,Universidade do Minho,UMinho,5.4.156,https://infocursos.medu.pt/dges.asp?code=1000&codc=9257,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=9257&code=1000,167.5,185,179,189,172.8,185
9257,Arquitetura,Mestrado Integrado,1102,Universidade do Porto - Faculdade de Arquitetura,FAUP,5.4.194,https://infocursos.medu.pt/dges.asp?code=1102&codc=9257,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=9257&code=1102,184.5,192,186,193.5,178.8,191.8
8258,Arquitetura Paisagista,Licenciatura - 1º ciclo,1515,Universidade de Lisboa - Instituto Superior de Agronomia,ISA,5.4.129,https://infocursos.medu.pt/dges.asp?code=1515&codc=8258,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=8258&code=1515,145.5,,154.5,158,140.8,136.3
8258,Arquitetura Paisagista,Licenciatura - 1º ciclo,203,Universidade do Algarve - Faculdade de Ciências e Tecnologia,FCT,5.4.32,https://infocursos.medu.pt/dges.asp?code=203&codc=8258,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=8258&code=203,,,,,,
8258,Arquitetura Paisagista,Licenciatura - 1º ciclo,1103,Universidade do Porto - Faculdade de Ciências,FCUP,5.4.195,https://infocursos.medu.pt/dges.asp?code=1103&codc=8258,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=8258&code=1103,152.5,181.5,154.5,156.5,149.3,155
9898,Arte e Design,Licenciatura - 1º ciclo,3042,Instituto Politécnico de Bragança - Escola Superior de Educação de Bragança,ESEB,5.4.266,https://infocursos.medu.pt/dges.asp?code=3042&codc=9898,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=9898&code=3042,132.8,131.6,135.6,149.4,120,109.5
9898,Arte e Design,Licenciatura - 1º ciclo,3062,Instituto Politécnico de Coimbra - Escola Superior de Educação de Coimbra,ESEC,5.4.303,https://infocursos.medu.pt/dges.asp?code=3062&codc=9898,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=9898&code=3062,157.9,169.7,164.2,171.2,157.3,163.8
9904,Arte Multimédia,Licenciatura - 1º ciclo,1502,Universidade de Lisboa - Faculdade de Belas-Artes,FBAUL,5.4.106,https://infocursos.medu.pt/dges.asp?code=1502&codc=9904,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=9904&code=1502,164.5,173.5,147.3,157.8,154.5,169
L284,Artes e Cinema Digital,Licenciatura - 1º ciclo,3162,Instituto Politécnico de Viana do Castelo - Escola Superior de Educação,ESE,5.4.495,https://infocursos.medu.pt/dges.asp?code=3162&codc=L284,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=L284&code=3162,126.4,144.3,146.8,146.5,138.3,137
8413,Artes e Humanidades,Licenciatura - 1º ciclo,1506,Universidade de Lisboa - Faculdade de Letras,FLUL,5.4.115,https://infocursos.medu.pt/dges.asp?code=1506&codc=8413,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=8413&code=1506,141,141.5,136,148.5,114.8,124.5
9681,Artes Performativas,Licenciatura - 1º ciclo,3181,Instituto Politécnico de Viseu - Escola Superior de Educação de Viseu,ESEV,5.4.511,https://infocursos.medu.pt/dges.asp?code=3181&codc=9681,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=9681&code=3181,,,126,124.5,120.8,120.8
9007,Artes Plásticas,Licenciatura - 1º ciclo,3103,Instituto Politécnico de Leiria - Escola Superior de Artes e Design,ESAD.CR,5.4.357,https://infocursos.medu.pt/dges.asp?code=3103&codc=9007,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=9007&code=3103,154.2,159.3,165.6,165.8,131,135.8
9007,Artes Plásticas,Licenciatura - 1º ciclo,5402,Universidade do Porto - Faculdade de Belas-Artes,FBAUP,5.4.194,https://infocursos.medu.pt/dges.asp?code=5402&codc=9007,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=9007&code=5402,166.5,186.5,174.5,190.0,170.5,181.0
9347,Artes Plásticas e Multimédia,Licenciatura - 1º ciclo,3181,Instituto Politécnico de Viseu - Escola Superior de Educação de Viseu,ESEV,5.4.511,https://infocursos.medu.pt/dges.asp?code=3181&codc=9347,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=9347&code=3181,119.1,112,135.4,154.7,131.8,143
9347,Artes Plásticas e Multimédia,Licenciatura - 1º ciclo,603,Universidade de Évora - Escola de Artes,EA,5.4.88,https://infocursos.medu.pt/dges.asp?code=603&codc=9347,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=9347&code=603,,,,,,
L122,Artes Plásticas e Tecnologias Artísticas,Licenciatura - 1º ciclo,3162,Instituto Politécnico de Viana do Castelo - Escola Superior de Educação,ESE,5.4.496,https://infocursos.medu.pt/dges.asp?code=3162&codc=L122,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=L122&code=3162,139,147,152.8,159.5,138,137
9817,Artes Visuais,Licenciatura - 1º ciclo,1306,Universidade da Madeira - Faculdade de Artes e Humanidades,FAH,5.4.146,https://infocursos.medu.pt/dges.asp?code=1306&codc=9817,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=9817&code=1306,122.3,112.6,131.9,133.2,115,118.3
9817,Artes Visuais,Licenciatura - 1º ciclo,201,Universidade do Algarve - Faculdade de Ciências Humanas e Sociais,FCHS,5.4.29,https://infocursos.medu.pt/dges.asp?code=201&codc=9817,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=9817&code=201,,,,,,
9817,Artes Visuais,Licenciatura - 1º ciclo,1000,Universidade do Minho,UMinho,5.4.157,https://infocursos.medu.pt/dges.asp?code=1000&codc=9817,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=9817&code=1000,150.5,156,169,181.5,156.5,169
8307,Artes Visuais e Tecnologias,Licenciatura - 1º ciclo,3112,Instituto Politécnico de Lisboa - Escola Superior de Educação,ESELx,5.4.395,https://infocursos.medu.pt/dges.asp?code=3112&codc=8307,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=8307&code=3112,148,160.5,151,160.5,141.3,153
8264,Artes Visuais e Tecnologias Artísticas,Licenciatura - 1º ciclo,3131,Instituto Politécnico do Porto - Escola Superior de Educação,ESE,5.4.420,https://infocursos.medu.pt/dges.asp?code=3131&codc=8264,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=8264&code=3131,164,165.5,167.4,179.8,163.3,172
8276,Assessoria de Direção,Licenciatura - 1º ciclo,3063,Instituto Politécnico de Coimbra - Instituto Superior de Contabilidade e Administração de Coimbra,ISCAC,5.4.317,https://infocursos.medu.pt/dges.asp?code=3063&codc=8276,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=8276&code=3063,,,,,116.8,129.5
9009,Assessoria e Tradução,Licenciatura - 1º ciclo,3134,Instituto Politécnico do Porto - Instituto Superior de Contabilidade e Administração do Porto,ISCAP,5.4.441,https://infocursos.medu.pt/dges.asp?code=3134&codc=9009,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=9009&code=3134,157.4,159.8,156.6,166.1,125,133.8
9829,Assessoria e Tradução (regime pós-laboral),Licenciatura - 1º ciclo,3134,Instituto Politécnico do Porto - Instituto Superior de Contabilidade e Administração do Porto,ISCAP,5.4.441,https://infocursos.medu.pt/dges.asp?code=3134&codc=9829,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=9829&code=3134,149.5,154.7,147.4,154.2,124.8,122.8
L008,Atividade Física e Estilos de Vida Saudáveis,Licenciatura - 1º ciclo,3145,Instituto Politécnico de Santarém - Escola Superior de Desporto de Rio Maior,ESDRM,5.4.457,https://infocursos.medu.pt/dges.asp?code=3145&codc=L008,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=L008&code=3145,126,130,114.6,129,123.3,121.8
8141,Audiologia,Licenciatura - 1º ciclo,7210,Instituto Politécnico de Coimbra - Escola Superior de Tecnologia da Saúde de Coimbra,ESTeSC,5.4.312,https://infocursos.medu.pt/dges.asp?code=7210&codc=8141,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=8141&code=7210,130.2,137.9,125.6,132.6,141.5,
8141,Audiologia,Licenciatura - 1º ciclo,7230,Instituto Politécnico do Porto - Escola Superior de Saúde,ESS,5.4.429,https://infocursos.medu.pt/dges.asp?code=7230&codc=8141,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=8141&code=7230,138.3,137,133.5,132.5,143.5,143
9010,Audiovisual e Multimédia,Licenciatura - 1º ciclo,3022,Instituto Politécnico de Beja - Escola Superior de Educação,ESE,5.4.238,https://infocursos.medu.pt/dges.asp?code=3022&codc=9010,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=9010&code=3022,122.8,129.1,122.6,133.5,122,119
9010,Audiovisual e Multimédia,Licenciatura - 1º ciclo,3113,Instituto Politécnico de Lisboa - Escola Superior de Comunicação Social,ESCS,5.4.392,https://infocursos.medu.pt/dges.asp?code=3113&codc=9010,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=9010&code=3113,154,162.5,154,163.5,144,149.8
L299,Automação e Sistemas de Produção,Licenciatura - 1º ciclo,3014,"Universidade de Aveiro - Escola Superior de Design, Gestão e Tecnologia da Produção de Aveiro-Norte",ESAN,5.4.228,https://infocursos.medu.pt/dges.asp?code=3014&codc=L299,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=L299&code=3014,131.5,131.5,132.7,135.8,140,122.5
9540,Bioengenharia,Licenciatura - 1º ciclo,3064,Instituto Politécnico de Coimbra - Instituto Superior de Engenharia de Coimbra,ISEC,5.4.322,https://infocursos.medu.pt/dges.asp?code=3064&codc=9540,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=9540&code=3064,132.2,121.3,119.2,129.9,129.5,124.3
9540,Bioengenharia,Licenciatura - 1º ciclo,1204,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências da Vida e do Ambiente,ECVA,5.4.223,https://infocursos.medu.pt/dges.asp?code=1204&codc=9540,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=9540&code=1204,131.2,133.6,129.7,160.2,132,
9540,Bioengenharia,Licenciatura - 1º ciclo,203,Universidade do Algarve - Faculdade de Ciências e Tecnologia,FCT,5.4.32,https://infocursos.medu.pt/dges.asp?code=203&codc=9540,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=9540&code=203,,,,,,
9540,Bioengenharia,Licenciatura - 1º ciclo,1105,Universidade do Porto - Faculdade de Engenharia,FEUP,5.4.203,https://infocursos.medu.pt/dges.asp?code=1105&codc=9540,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=9540&code=1105,184.5,,181.8,194.5,180,186.5
9687,Bioinformática,Licenciatura - 1º ciclo,3154,Instituto Politécnico de Setúbal - Escola Superior de Tecnologia do Barreiro,ESTBarreiro,5.4.485,https://infocursos.medu.pt/dges.asp?code=3154&codc=9687,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=9687&code=3154,118.7,108.7,112.9,116.6,127.3,105.5
9687,Bioinformática,Licenciatura - 1º ciclo,1103,Universidade do Porto - Faculdade de Ciências,FCUP,5.4.195,https://infocursos.medu.pt/dges.asp?code=1103&codc=9687,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=9687&code=1103,165.3,,165,165.3,128.3,145.5
9011,Biologia,Licenciatura - 1º ciclo,1309,Universidade da Madeira - Faculdade de Ciências da Vida,FCV,5.4.154,https://infocursos.medu.pt/dges.asp?code=1309&codc=9011,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=9011&code=1309,140.3,145.3,115.2,130.2,126,139.8
9011,Biologia,Licenciatura - 1º ciclo,300,Universidade de Aveiro,UA,5.4.39,https://infocursos.medu.pt/dges.asp?code=300&codc=9011,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=9011&code=300,,,,,,
9011,Biologia,Licenciatura - 1º ciclo,501,Universidade de Coimbra - Faculdade de Ciências e Tecnologia,FCTUC,5.4.68,https://infocursos.medu.pt/dges.asp?code=501&codc=9011,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=9011&code=501,,,,,,
9011,Biologia,Licenciatura - 1º ciclo,602,Universidade de Évora - Escola de Ciências e Tecnologia,ECT,5.4.96,https://infocursos.medu.pt/dges.asp?code=602&codc=9011,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=9011&code=602,,,,,,
9011,Biologia,Licenciatura - 1º ciclo,1503,Universidade de Lisboa - Faculdade de Ciências,FCUL,5.4.108,https://infocursos.medu.pt/dges.asp?code=1503&codc=9011,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=9011&code=1503,160.5,171,157.5,159,136.3,137.3
9011,Biologia,Licenciatura - 1º ciclo,1515,Universidade de Lisboa - Instituto Superior de Agronomia,ISA,5.4.129,https://infocursos.medu.pt/dges.asp?code=1515&codc=9011,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=9011&code=1515,144.5,146,142.8,143.8,132.8,137
9011,Biologia,Licenciatura - 1º ciclo,1204,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências da Vida e do Ambiente,ECVA,5.4.223,https://infocursos.medu.pt/dges.asp?code=1204&codc=9011,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=9011&code=1204,123.3,129.5,132,137.5,142.3,134.3
9011,Biologia,Licenciatura - 1º ciclo,203,Universidade do Algarve - Faculdade de Ciências e Tecnologia,FCT,5.4.33,https://infocursos.medu.pt/dges.asp?code=203&codc=9011,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=9011&code=203,,,,,,
9011,Biologia,Licenciatura - 1º ciclo,1103,Universidade do Porto - Faculdade de Ciências,FCUP,5.4.196,https://infocursos.medu.pt/dges.asp?code=1103&codc=9011,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=9011&code=1103,158,165,150.5,145.5,155.3,152.3
9011,Biologia,Licenciatura - 1º ciclo,160,Universidade dos Açores - Faculdade de Ciências e Tecnologia,FCT,5.4.24,https://infocursos.medu.pt/dges.asp?code=160&codc=9011,https://www.dges.gov.pt/guias/detcursopi.asp?frame=1&codc=9011&code=160,,,,,,
